patent_number,in_bindingdb,example,compound_IUPAC_name,smiles,inchikey,target_display_name,gene,uniprot_id,accession,organism,target_type,assay,metric,value_nM,value_reported,structure_source,inchikey_connectivity,clean_conn_iupac,clean_conn_mol,clean_conn_cdx
US20250171452A1,no,Compound 150,"methyl 8-fluoro-6,12-dioxo-6,12-dihydroindolo[2,1-b]quinazoline-2-carboxylate",COC(=O)c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,VPBSMVHXMDPEIW-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 2",IDO2,I23O2_HUMAN,Q6ZQW0,Homo sapiens,SINGLE_PROTEIN,ASSAY_002: Cellular assay,IC50,50.0,50 nM,reextract_name_eq_drawing,VPBSMVHXMDPEIW,VPBSMVHXMDPEIW,VPBSMVHXMDPEIW,VPBSMVHXMDPEIW
US20250171452A1,no,Compound 151,"8-fluoro-2-(1H-imidazol-4-yl)indolo[2,1-b]quinazoline-6,12-dione",O=c1c2cc(=C3C=NC=N3)ccc2nc2c(O)c3cc(F)ccc3n12,MVBXJFLPTHCYLI-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 2",IDO2,I23O2_HUMAN,Q6ZQW0,Homo sapiens,SINGLE_PROTEIN,ASSAY_002: Cellular assay,IC50,50.0,50 nM,reextract_name_eq_drawing,MVBXJFLPTHCYLI,MVBXJFLPTHCYLI,NRAWOSYBTFKEJT,MVBXJFLPTHCYLI
US20250171452A1,no,Compound 152,"8-fluoro-6-hydroxy-6-methyl-12-oxo-6,12-dihydroindolo[2,1-b]quinazoline-2-carbonitrile",CC1(O)c2cc(F)ccc2-n2c1nc1ccc(C#N)cc1c2=O,KDMDLJRYUOJRRG-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 2",IDO2,I23O2_HUMAN,Q6ZQW0,Homo sapiens,SINGLE_PROTEIN,ASSAY_002: Cellular assay,IC50,500.0,500 nM,reextract_name_eq_drawing,KDMDLJRYUOJRRG,KDMDLJRYUOJRRG,CGTKOHRQKLVDGE,CGTKOHRQKLVDGE
US20250171452A1,no,Compound 153,,O=C(O)c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,XRIJPPVSQBFHNO-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 2",IDO2,I23O2_HUMAN,Q6ZQW0,Homo sapiens,SINGLE_PROTEIN,ASSAY_002: Cellular assay,IC50,500.0,500 nM,manual_tsv_patent_mol,XRIJPPVSQBFHNO,,XRIJPPVSQBFHNO,XRIJPPVSQBFHNO
US20250171452A1,no,Compound 171,"(Z)-8-fluoro-2-(1H-imidazol-1-yl)-6-(methoxyimino)indolo[2,1-b]quinazolin-12(6H)-one",CO/N=C1/c2cc(F)ccc2-n2c1nc1ccc(-n3ccnc3)cc1c2=O,JPPTWQGAZKQDOA-QJOMJCCJSA-N,"Indoleamine 2,3-dioxygenase 2",IDO2,I23O2_HUMAN,Q6ZQW0,Homo sapiens,SINGLE_PROTEIN,ASSAY_002: Cellular assay,IC50,50.0,50 nM,manual_tsv_patent_mol,JPPTWQGAZKQDOA,JPPTWQGAZKQDOA,JPPTWQGAZKQDOA,JPPTWQGAZKQDOA
US20250277012A1,no,Hepcidin,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,EC50,34.0,34 nM,missing,,,,
US20250277012A1,no,Mini-Hepcidin 1-9,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,EC50,712,712 nM,missing,,,,
US20250277012A1,no,RI-Mini Hepcidin,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,EC50,10000.0,10 uM,missing,,,,
US20250277012A1,no,Ref. Compd 1,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,EC50,30.0,30 nM,missing,,,,
US20250277012A1,no,Ref. Compd. 2,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,EC50,13.0,13 nM,missing,,,,
US20250277012A1,no,Compd 1,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 10,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 11,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 12,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 13,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 14,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 15,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 16,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 17,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 18,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 19,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 2,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 20,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 21,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 22,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 23,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 24,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 25,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 26,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 27,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 28,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 29,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 3,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 30,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 31,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 32,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 32,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 33,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 34,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 36,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 39,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 39,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 4,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 40,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 40,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 41,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 42,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 43,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 43,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 44,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 45,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 45,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 46,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 5,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 6,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 7,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 8,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 9,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 101,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 103,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 104,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 105,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 106,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 107,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 108,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 109,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 110,Isovaleric_Acid-[Hcy]-T-H-[DIP]-P-A-I—C-[bhF]-[Lys_Ahx_Palm]-[dK]-NH2,CCCCCCCCCCCCCCCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)C[C@H](Cc1ccccc1)NC(=O)C1CSSCCC(NC(=O)CC(C)C)C(=O)NC([C@@H](C)O)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(C(c2ccccc2)c2ccccc2)C(=O)N2CCCC2C(=O)NC(C)C(=O)NC([C@@H](C)CC)C(=O)N1)C(=O)NC(CCCCN)C(N)=O,LHQBOKUTRWCMMS-WCMJCTMZSA-N,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,armprio_cdx,LHQBOKUTRWCMMS,,LHQBOKUTRWCMMS,LHQBOKUTRWCMMS
US20250277012A1,no,Compd 111,Isovaleric_Acid-[Hcy]-T-H-[DIP]-P-A-I-[Hcy]-[bhF]-[Lys_Ahx_Palm]-[dK]-NH2,CCCCCCCCCCCCCCCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)C[C@H](Cc1ccccc1)NC(=O)C1CCSSCCC(NC(=O)CC(C)C)C(=O)NC([C@@H](C)O)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(C(c2ccccc2)c2ccccc2)C(=O)N2CCCC2C(=O)NC(C)C(=O)NC([C@@H](C)CC)C(=O)N1)C(=O)NC(CCCCN)C(N)=O,NMEQCNIUDKZYAQ-OSYUCAQZSA-N,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,armprio_cdx,NMEQCNIUDKZYAQ,,NMEQCNIUDKZYAQ,NMEQCNIUDKZYAQ
US20250277012A1,no,Compd 121,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 123,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 124,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 125,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 125,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 126,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 128,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 128,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 129,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 134,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 122,Isovaleric_Acid-E-C—H-[DIP]-C-[Lys_1PEG2_1PEG2_DMG_N_2ae_Palm]-[N_Butyl_Phe],CCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)CC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)NCCCCC(NC(=O)C1CSSCC(NC(=O)C(CCC(=O)O)NC(=O)CC(C)C)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(C(c2ccccc2)c2ccccc2)C(=O)N1)C(=O)NCCCCc1ccccc1,DSQWEGTXQHABPM-UHFFFAOYSA-O,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,armprio_cdx,DSQWEGTXQHABPM,,DSQWEGTXQHABPM,DSQWEGTXQHABPM
US20250277012A1,no,Compd 127,Isovaleric_Acid-E-[4S_Mcp]-H-[DIP]-[4R_Mcp]-[Lys_1PEG2_1PEG2_Dap_Palm]-[N_Butyl_Phe],CCCCCCCCCCCCCCCC(=O)NC(CN)C(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)NCCCCC(NC(=O)C1C[C@@H]2CN1C(=O)C(C(c1ccccc1)c1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1C[C@@H](CN1C(=O)C(CCC(=O)O)NC(=O)CC(C)C)SS2)C(=O)NCCCCc1ccccc1,IBFRFBFRRHGAML-HLOAQOKKSA-N,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,armprio_cdx,IBFRFBFRRHGAML,,IBFRFBFRRHGAML,IBFRFBFRRHGAML
US20250277012A1,no,Compd 127,Isovaleric_Acid-E-[4S_Mcp]-H-[DIP]-[4R_Mcp]-[Lys_1PEG2_1PEG2_Dap_Palm]-[N_Butyl_Phe],CC(=O)N1CCC2(CC1)CC(CC(C=O)NC(=O)C(CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1)C(=O)N2,CRXFBOJINCLSDG-UHFFFAOYSA-N,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,armprio_iupac,CRXFBOJINCLSDG,CRXFBOJINCLSDG,IBFRFBFRRHGAML,IBFRFBFRRHGAML
US20250277012A1,no,Compd 135,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 137,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 138,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 138,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 140,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 141,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 145,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 146,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 147,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 147,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 148,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,500.0,500 nM,missing,,,,
US20250277012A1,no,Compd 149,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 151,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,5.5,1-10 nM,missing,,,,
US20250277012A1,no,Compd 153,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,300.0,100-500 nM,missing,,,,
US20250277012A1,no,Compd 154,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 155,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 156,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 157,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 158,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
US20250277012A1,no,Compd 159,,,,Human ferroportin,SLC40A1,S40A1_HUMAN,Q9NP59,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: FPN internalization assay,IC50,55.0,10-100 nM,missing,,,,
